Rating (Star),Review,URL
5,Hızlı teslimat..ayrıca ürün çok kullanışlı tavsiye ederim ,https://www.hepsiburada.com/xiaomi-mi-band-2-akilli-bileklik-siyah-p-TELAKLMIBAND2
5,arabada telefonu koyuyorum ve cok memnunum. bu fıyata bu kadar yarayıslı bır ürün alabılecegımı hıç dusunmuyordum. bence alınabılrcek bır ürün düşünenlere tavsıye ederım,https://www.hepsiburada.com/magic-pad-yer-cekimine-hodri-meydan-115022-p-OTCTN115022
5,Fiyatına göre güzel bir koltuk.,https://www.hepsiburada.com/turksit-804-file-calisma-koltugu-krom-ayak-pembe-p-OFISTUKSIT804-P
5,akıllıca bir fikir iş görüyor,https://www.hepsiburada.com/park-tel-aracinizda-telefonunuz-gozuksun-aparati-p-OTELF20868
4,Çok kullanışlı bir ürün ,https://www.hepsiburada.com/practika-kapi-alti-ruzgar-onleyici-yakit-tasarrufu-saglar-p-DKATYC14
3,"Pek umduğum gibi çıkmadı sayfanızda daha canlı renkli,ve büyük görünüyor diu oyuzden memnun kalmadm",https://www.hepsiburada.com/k-dekorasyon-ks-3003-mdf-kaplama-duvar-saati-30x30-cm-p-HBV000006MR4B
4,Benzer özelliklere sahip telefonların yanında fiyat olarak avantajlı. Benzer fiyattaki samsung telefonlardan daha fazla özelliğe sahip. Dün elime geçti telefon. Sabah çıkardım şarjını 7 saat oldu şu an %79. Çok iyi gözüküyor. Ama kargo 4. gün elime geçti.,https://www.hepsiburada.com/huawei-p9-lite-huawei-turkiye-garantili-p-HBV0000019BA3
5,hızlı kargo ve özenli paketleme için teşekkür ederim.,https://www.hepsiburada.com/zippo-125-ml-cakmak-benzini-3141-p-SAZIPZ-4FC
5,süpürge malzeme olarak çok iyi özellikle plastik borudan çelik tel geçirmişler ilk kez gördüm 1 haftadır kullanıyoruz evdekiler çok memnun ilk süpürmede turbo başlık acayip şeyler topladı evden. ufak bir kusura var bu kalite ve bu görünüme ses bence biraz yüksek,https://www.hepsiburada.com/arnica-bora-4000-2400-watt-su-filtreli-turbo-fircali-elektrikli-supurge-yesil-p-EVARNICABORA4000
4,"Siparişte bir gün sonra geldi,, kullanımı rahat,, kurulum kolaydı,, cok teşekkürler ",https://www.hepsiburada.com/tp-link-td-w8961n-300mbps-adsl2-modem-router-2x5dbi-anten-wps-p-BD501196
5,Gayet güzel beklediğim gibi  Hiç bir sorun sıkıntı yok ,https://www.hepsiburada.com/apple-iphone-7-plus-32-gb-apple-turkiye-garantili-p-HBV0000012S8Q
3,Ürün kaliteli fiyatı uygun daha ne olsun. ,https://www.hepsiburada.com/logitech-m175-kablosuz-nano-mouse-910-002777-p-BD40120
5,arkadaşlar tel çok güzel geçenlerde anneme almıştım elinden düşürüp çamını kırılmış servise gönderdik 1 hafta içinde yenisiyle değiştirip göndermişler  vestel derim başka bişey bi demem,https://www.hepsiburada.com/vestel-venus-v3-5580-vestel-garantili-p-HBV0000051S0O
5,İLK ALDIĞIMDA TEREHEDÜT ETİM AMA ELİME ALDIMDA COK KUNALIŞLI BİR ÜRÜN ALMAK İSTİYENLERE MUTLAKA TAFSİYE EDERİM BU ÜRÜN ANNEME COK FAYDA SAĞLADI PLASTİK OLDUNA BAKMAYIN KESİNLİKLE KIRILMAZ YANLIZ DOMATES FELAN İKİYE BÖLMENİZ LAZIM BİDE PLASTİK OLDUĞU HALDE PATATESİ KESTİ...,https://www.hepsiburada.com/nicer-dicer-plus-pratik-dograyici-p-MTNICERDICERPLUS
5,ben bu güne kadar hepsiburada dan bir çok ürün aldım ve bazılarını mazeretsiz geri iade ettim fakat bana kimse mazeret sormadan paramı gününde iade ettiler. samsung m2020w yi aldım ve çok memnunum yazıcı ihtiyacı olan herkese gözü kapalı tavsiye ederim.  buradan alış veriş yapmayı seviyorum. bunu bir reklam olsun diye yazmadım.  çünkü bizlerde iyinin iyiliği kötünün de kötülüğü söylenir...,https://www.hepsiburada.com/samsung-sl-m2020w-wi-fi-airprint-mono-laser-yazici-ss272f-p-BD801738
4,"Marka,kalıteli,ucuz bu saatte hepsi var.Şahsen ben kullanıyorum çok beğeniyorum alacak arkadşlara tavsiye ediyorum bundan öncede casıo marka saatim vardı 11 sene kullandım yanı uzun lafın kısası bu saat alınır.",https://www.hepsiburada.com/casio-ef-336l-1a1vdf-erkek-kol-saati-p-SAEF-336L-1A1VDF
4,Gayet iyi bir makina yanliz kac kiloya kadar camasir attigini gostermiyo oda olsa daha iyi olurdu,https://www.hepsiburada.com/bosch-wat24480tr-a-9-kg-1200-devir-camasir-makinesi-p-MTBOSCWAT24480TR
5,taşınması çok kolay metal kasa da dayanıklı veri yükleme hızı da fena değil alınabilecek en iyi flash belleklerden bir tanesi,https://www.hepsiburada.com/kingston-16gb-mini-metal-usb-bellek-dtse9h-16gbz-p-BD300030
4,"HB den yaptıgım alışlarin asla ARAS KARGO ile gönderilmesini istemiyorum.eve teslim etmiyorlar.geldik bulamadik diye mesaj atiyorlar.geldiklerine ait bir belgede bırakmiyorlar.Ayrıca urün koliye saglam koyulmus.Taşımada üst ayar dügmesi zarar görmüş,dönmüyor.kutu içinde kırik parçalar vardı.koli üsten darbe almıs.açmadan göremedik tabiki..aynısindan evde bir tane vardı zaten.Anlık kücük alanda ısıtma ıçin çok iyi bir ısıtıcı.kesinlikle tavsiye ediyorum..",https://www.hepsiburada.com/kumtel-lx-6331-2000-watt-fanli-isitici-p-EVKUMTELLX6331
4,Baskı kalitesi ve renkler gayet güzeldi.  Paketleme çok iyi teslimat hızlıyı.  Teşekkürler ,https://www.hepsiburada.com/atlantis-tablo-semazenler-120x60-cm-p-DKATLT16140E120X60
5,satıcı titiz garanti belgesi imzalı urun guzel paketlenmiş orjinal kaliteli  uygun,https://www.hepsiburada.com/casio-f-91w-1dg-erkek-kol-saati-p-SASCK0700141
5,yeni aldığım sony oto teybinin düğmeleri ile aynı renkte. hem küçük hemde göze hoş geliyor. sınırsız müzik harika. herkese tavsiye ederim. ancak cebinde taşıyanlar mümkünse kaybetmemek için bir ip bağlasın. zira çok minik,https://www.hepsiburada.com/sandisk-cruzer-fit-16gb-usb-bellek-sdcz33-016g-b35-p-BD101285
4,ürün zamanında ve saglıklı geldi kanal geçişleri biraz yavaş ama iyi ürün,https://www.hepsiburada.com/vestel-40fb5050-40-102-ekran-full-hd-uydu-alicili-led-tv-p-HBV000004JW2Y
4,kendime daha önce hiç iyi bir kalem bulamamıştım kalemlerim ya kırılıyor ya da bozuluyordu hepsiburada. com tüm ihtiyacımı gördü ve şimdi kalemimden çok memnunum,https://www.hepsiburada.com/faber-castell-vario-lux-versatil-0-9mm-5085135900-p-OFISFCAS106-09
4,kargo çok kısa zamanda geldi ve çok beğendim...kargo çok kısa zamanda geldi ve çok beğendimkargo çok kısa zamanda geldi ve çok beğendim,https://www.hepsiburada.com/turksit-kosmo-eko-kollu-calisma-koltugu-kumas-turuncu-p-OFISEKICOSEKO-K17
5,"Yastığın ebatlarına dikkat etmek gerekli, ama kafanız çok çok büyük değilse ve de deli bir halde yatarsanız sıkıntı yaşayabilirsiniz. :) Her sabah uyandığımda boynumda ağrı olurdu, bu yastıktan sonra gerçekten bir iyileşme hissettim. Özetle yastık önemli, alınmasını tavsiye ediyorum. ",https://www.hepsiburada.com/tac-visco-trend-yastik-p-EAKSTAC71103652
5,Aradigimi buldum nihayet süper bir koltuk .,https://www.hepsiburada.com/porsche-makam-koltugu-siyah-p-OFISCLKEL018
5,Kesinlikle pişman olmayacağınız bir yazıcı.Günlük işlerinizde uzun soluklu ve iş görür bir yapıda..Tavsiye ederim.,https://www.hepsiburada.com/brother-hl-1111-mono-laser-yazici-p-BD500509
5,resimdeki ürünün aynısı geldi uygut fiyat hızlı kargo,https://www.hepsiburada.com/duracell-cef-14-pil-sarj-aleti-p-OFISDURCEF14SARJ
5,Ürün görüldüğü gibi güzel fakat kargo çok iyi hızlı kargo için teşekkürler hb,https://www.hepsiburada.com/papilla-pancake-mucver-tava-28-cm-tak-cikar-sap-p-MTALCO01
5,adamlar yapmış. kaliteli ve sağlam bir ürün. hepsiburadaya 3 günde yollayabildiği için ne desem bilemedim.,https://www.hepsiburada.com/samsung-galaxy-s7-samsung-turkiye-garantili-p-TELCEPSAMS7-GD
4,sipariş verdim 2 günde geldi. çok güzel bir saat fazlada büyük değil ince bilekliler için biraz büyük gelebilir. fakat daraltmayla uygun boyuta gelebilir. birde fosforu olması çok güzel karanlıkta bile saati görebiliyorsun. tek kelimeyle harika alacak arkadaşlara öneririm.,https://www.hepsiburada.com/casio-ef-305d-1avdf-erkek-kol-saati-p-SACSEF305D1A
4,Evet bagaj için gerekli. aradığınız elinizin altında. Yan cepleri her tarafında da olsa fena olmaz mış. ,https://www.hepsiburada.com/modacar-organizer-bagaj-cantasi-840923-p-OTM840923
5,"Ürün çok kaliteli ve ucuz kapasitesi ne göre tavsiye ederim , şarj ettiğim cihazlarda da sorun olmadı sağlıklı şekil de çalışmakta",https://www.hepsiburada.com/xiaomi-10400-mah-tasinabilir-sarj-cihazi-p-TELSARJXIAOMI10400
4,"çok ihtiyaç duyulan bir ürün ,satışlarıda bunu gösteriyor zaten,  rahat gece sürüşü benim içinde çok önemli , 2 adet aldım kullanıcaz.",https://www.hepsiburada.com/autocet-anti-far-gece-gorus-gozlugu-tasima-cantali-ve-temizleme-bezi-hediyeli-p-OTCTN17306
3,saat çok mükemmel piyasadakine nazaran oldukça iyi bi fiyat a satın aldım saati alacaklara şimdiden hayırlı olsunn,https://www.hepsiburada.com/casio-mtp-1374sg-7avdf-erkek-kol-saati-p-SASCK0814247
4,Fiyatına kıyasla oldukça iyi bir ürün.şarjı gün içerinde yetsede yüzde yüzden yüzde seksene düşmesi oldukça hızlı oluyor.ayrıca içinden çıkan kılıf çok cabuk çiziliyor.,https://www.hepsiburada.com/samsung-galaxy-note-fan-edition-dual-sim-ithalatci-garantili-p-HBV000008S8AE
5,Ürünü çok beğenerek kullanıyorum.Emiş gücü halıyı hava kaldıracak kadar güçlü hatta emiş gücünü azalabilmek için tutma alanın üst tarafında hortumu hava aldırma amacıyla yapılmış yukarı bir kapak bulunuyor. Ufak alanlar için yapılmış apartaları çok kullanışlı. Değişim gerektiren filtreyi değiştirmek gerekiyor.Ürünü tavsiye ederim,https://www.hepsiburada.com/rowenta-ro3723-compact-power-cyclonic-750w-toz-torbasiz-turuncu-elekrikli-supurge-p-HBV000000LHKG
5,ışık süper .tavsiye ederim.,https://www.hepsiburada.com/philips-essential-led-lamba-6-42w-e27-beyaz-p-HBV000000SC9D
5,iphone 8 almaya hiç gerek yok herşeyiyle harika,https://www.hepsiburada.com/apple-iphone-7-32-gb-apple-turkiye-garantili-p-HBV0000012S8F
5,birikim için ideal bir yol taksitle altın alabiliyorsunuz ve uzun vadede güzel bir yatırım bence ben bu yolla altın almayı çok düşünmüştüm ve en iyi kararı verdiğimi düşünüyorum,https://www.hepsiburada.com/tam-altin-2018-yeni-tarihli-kulplu-p-EAKSZYNT9
5,Sipariş verdim güvenli bir şekilde bir gün içinde gel teşekkürler hepsibura herkese de tavsiye edebilirim içiniz rahat birsekilde alışveriş yapabilirsiniz ,https://www.hepsiburada.com/petlas-205-55-r16-91h-imperium-pt515-oto-lastik-uretim-tarihi-2018-p-OTOZSU23950
5,hic duşünmeden alın. diger telefonlara o kadar para vermek sacmalık. pil suresi ekren kalitesi hız hepsi gayet  yeterli ve iyi. 1 sene neredeyse araştırdım. eski telefonum artık bitince bu modeli aldım. iyikide almısım.,https://www.hepsiburada.com/samsung-galaxy-c9-pro-ithalatci-garantili-p-HBV000002XTHT
4,urun ıkı gun once elıme gectı ve cok basarılı sıradan kaydırmazlarla alakası yok tavsıye ederım yerlestırıcegınız yerı ıyı sekılde sılınız toz oldumu tam yapısmıyor,https://www.hepsiburada.com/magic-pad-yer-cekimine-hodri-meydan-115022-p-OTCTN115022
3,Çok hızlı algılaması var.Güzel tavsiye ederim.Almassanız darılırım .Lütfen alın hadi bakalım güle güle kulllanın.Sizde yorum yapın başkasına yardım edin.aaa aaaa aaaa aaaa aaaa aaaa aaaaa aaaa aaaaa aaaaa aaaaa aaaa aaaa aaaaa aaaaa aaaaa aaaa aaaa aaaa aaa aaa aaa aa aaa a a,https://www.hepsiburada.com/sandisk-cruzer-blade-16gb-usb-bellek-sdcz50-016g-b35-p-BD750691
5,"Fiyatına göre gerçekten güzel telefon ekran kalitesi hızı şarjı ve telefonun ele oturuşu inceliği çok güzel çok şık telefon , kamerası dendiği gibi kötü değil gayet de iş görüyor ,özellikle ben en çok selfie çeken biri olarak ön kamerası müthiş alacaklara tavsiye ederim. Hızlı kargo için Teşekküler Hepsiburada.com",https://www.hepsiburada.com/samsung-galaxy-c7-ithalatci-garantili-p-HBV000000U6Q6
5,Bayram öncesi sipariş ettiğim dolap hızlı bir şekilde geldi. 2 haftadır ürünü kullanıyorum. 2 gün önce genel elektrik arızasından dolayı 15 saat kadar elektrik kesildi. içindeki ürünler buz çözülmeden saklayabildi. Tavsiye ederim.,https://www.hepsiburada.com/vestfrost-vf-1200-1210-a-6-cekmeceli-derin-dondurucu-p-MTVESVF1210
2,"Ürünü alalı yaklaşık 1 ay oldu ürünü su filtreli ve halı yıkama özelliği için aldım. Ürün hakkında öncelikle plastik sopa borusu biraz kısa süpürürken cok zorlanabılırsınız kısa olduğundan beliniz ağrıyabilir özellikle boyu 1.60 daha uzun olanlar dahada zorlanır cok eğilmesi gerekecek süpürme borusu 5-10 cm daha uzun ve demir olsaydı veya plastiği daha kaliteli olsaydı mükemmel olurdu, ayrıca 5m2 bir halı yıkamak için deposunu enaz 4-5 kez sürekli boşaltmak gerekiyor yoksa ıcındekı kopukler motora doğru tasıyor deposu cok az daha buyuk olsa daha kullanıslı olurdu. İyi tarafı emiş gücünün iyi olması ses fazla ama sonucta emısı ıyı. Üretici firma yazdığım eksikleri giderirse bence 4 dörtlük olabilir.  Bundan önceki makinam Piyasadaki su filtreli ilklerden pahalı olan ev tanıtımıyla satılan bir markaydı kıyaslamaları onunla yaptım. Puan vermek gerekırse 100 üzerinden 60 verilebilir.",https://www.hepsiburada.com/arnica-hydra-rain-plus-turbo-baslikli-cift-borulu-hali-yikama-makinesi-p-EVARNIHYDRAPLUS2
5,bu makineden kendime aileme ve tanıdığım arkadaslarada aldık. herkes cok memmun kaldı özellikle turbo fırçası kıl tüy bırakmıyorum. kesinlikle tavsiyemdir,https://www.hepsiburada.com/arnica-bora-5000-2400w-su-filtreli-cift-turbo-fircali-elektrikli-supurge-kirmizi-p-EVARNCBORA5000-K
4,kötü sayılmaz güzel bir cihaz. kargo da çok bekletmeden elime ulaştı,https://www.hepsiburada.com/xiaomi-10000-mah-tasinabilir-sarj-cihazi-p-TELSARJXIAOMI10000
5,bence çok pratik ve çekimi güzel yeni aldım ürünü iplikleri bile çekiyor günlük temizlik için ideal küçük odalar için tavsiye ederim düşünmeden alın,https://www.hepsiburada.com/fantom-p-1200-pratic-kirmizi-kuru-supurge-p-EVFANPRAP1200
4,seat leon tdı aracımda 2 haftadır kullanıyorum oldukça yumuşak bir lastik çukur ve bozuk yerlerden geçerken daha az darbe hissediliyor ses yalıtım iyi yol tutuşu iyi baya dik bir rampada durup ani kalkış yaptım patinaj çekmedi esp devreye girmedi daha önceki  lastigim bildiğimiz markalardan biriydi aynı yokuşda ani kalkış yapınca patinaj çekiyordu ve esp devreye giriyordu,https://www.hepsiburada.com/petlas-205-55-r16-91h-imperium-pt515-oto-lastik-uretim-tarihi-2018-p-OTOZSU23950
5,Bu ürünü kullanıyorum ve çok memnunum.Herkese şiddetle tavsiye ederim. Her eve lazım olan bir ürün.Hem kullanım açısından hemde temizlik açısından harika bir ürün.Teşekkürler Philips..,https://www.hepsiburada.com/philips-marathon-ultimate-led-fc9934-07-a-sinifi-toz-torbasiz-elektrikli-supurge-p-HBV00000BBNYD
4,F/P ürünü memnun kaldım. Kargo hızlı ve iyi paketlenmiş. Temiz mal alınır.,https://www.hepsiburada.com/tac-silikon-elyaf-yastik-p-EAKSTAC18031933
5,ÜRÜN GÖRSELDEKİNİN AYNISI GELDİ.BU FİYATA KESİNLİKLE PİŞMAN OLMAZSINIZ. EN AZ 2 RENGİNİ ALMANIZI TAVSİYE EDERİM. ,https://www.hepsiburada.com/deparshoes-rok-erkek-gunluk-ayakkabi-p-HBV000006ISVH
5,ÇOK BEĞENDİM HARİKA BİR ÜRÜN..,https://www.hepsiburada.com/samsung-galaxy-note-fan-edition-dual-sim-ithalatci-garantili-p-HBV000008S8AE
3,Yazma hızı tatmin edici değil. 10-13 MB ortalama. Okumada problem yok. Sürgü kısmı çabuk deforme oluyor. Hassas kullanmak şart. Genel olarak iyi iş görür.,https://www.hepsiburada.com/sandisk-dual-drive-32gb-usb-3-0-otg-usb-bellek-sddd2-032g-gam46-p-HBV000000RVQW
5,"Telefon elime geçeli bir hafta oldu.1 haftalık deneyimlerimi maddeler halinde aktaracak olursak; 1) Telefonda herhangi bir donma, kasma, ısınma vs gibi bir sorunla karşılaşmadım. 2)Aldığım günden bugüne dek 2 güncelleme aldı.Bu güncellemelere 8,0 Oreo güncellemesi de dahil. 3) 2 gün önce yani 02.03.2018 de saat 10.45'te tam dolu olarak şarj ettiğim telefon şuan yani 04.03.2018 saat: 15.30 da %16.Pil performansı konusunda gayet başarılı olduğunu söyleyebilirim.(Günlük kullanım ile) 4)Telefon ile ilgili yaşadığım sorun kırılmaz cam ve kılıf bulmanın zor oluşu.Alacak olan arkadaşlara tavsiyem telefon ile birlikte bunları da siperiş etmenizdir. 5) Kamera performansı gayet iyi.Özellikle 1. arka kameranın diyaframının f/1.8 olması geceleri de gayet başarılı fotoğtaflar çekebiliyorsunuz.  Sonuç olarak ""FİYATI"" göz önünde bulundurulduğunda her ne kadar güncel ""ÇENTİKLİ"" mimariye sahip olmasa da bu fiyata alabileceğiniz en iyi telefon kanısındayım.",https://www.hepsiburada.com/xiaomi-mi-6-64-gb-ithalatci-garantili-p-HBV0000063R9S
5,"uzun yıllardır Canon kullanıcısıyım, öncelikle 50mm herkes için şart bir lens diyebilirm. Hem ucuz, hem kaliteli hem keskin hemde hızlı netlik,  daha derin ve etkili alan deriinliği yakalamanızı sağlar. Pişman olmazsınız.",https://www.hepsiburada.com/canon-ef-50mm-f-1-8-ii-objektif-p-FT00099-CANON
5,"Hızlı kargo, iyi paketleme. Alacaklara tavsiyemdir, ürünün küçüklüğüyle ilgili sorun eden arkadaşlar nitekim bebeğinize alıyorsunuz yani bırakında ufak olsun. Ben çok beğendim hoşumada gitti hediye içinde çok uygun. Teşekkürler..",https://www.hepsiburada.com/ejoya-bebek-masallah-nazar-ignesi-p-EAKSEJOYA49369
4, çok iyi isitiyor sadece boyutu biraz kucuk kargoyla 2 günde elime gecti,https://www.hepsiburada.com/thermolex-lux-cift-kisilik-elektrikli-battaniye-120x160-cm-p-EAKSERELEKTBAT
5,Ürün kısa sürede elime geçti.Daha önce başka bir markanın çok pahalı olan bir ürününü almmıştım kullanışlı değildi.Arnica Hydra Rain Plus Turbo Başlıklı Çift Borulu Halı Yıkama Makinesinden çok memnunum.Halı yıkandıktan hemen sonra kuruyor.temiz su ile tahliye suyu miktarı nerdeyse aynı.halı yıkama makinası alacaklara bu ürünüü tavsiye edebilirim.,https://www.hepsiburada.com/arnica-hydra-rain-plus-turbo-baslikli-cift-borulu-hali-yikama-makinesi-p-EVARNIHYDRAPLUS2
3,ürün iyi ama çok büyük beklentiniz olmasın normal bir bileklik gibi çok özellik yok ama sık,https://www.hepsiburada.com/xiaomi-mi-band-2-akilli-bileklik-siyah-p-TELAKLMIBAND2
5,fiyatına göre iyi tavsiye ederim,https://www.hepsiburada.com/tesbihane-arpa-kesim-kuka-tesbih-p-SAKTRBLPSUX56
5,Fiyatına göre çok güzel ürün,https://www.hepsiburada.com/tac-silikon-elyaf-yastik-p-EAKSTAC18031933
5,Bu ürün sadece yatak odasında kullanılır. Ekranı kocaman. Radyosu gayet güzel çekiyor ve dijital hafızası var. Sesi güçlü çıkıyor. Elektrikle  çalışıyor. Uykuya geçişte hafif bir müzik çok keyifli.,https://www.hepsiburada.com/philips-aj3400-12-buyuk-ekranli-cift-alarm-saatli-radyo-p-EVPHAJ340012
4,"gece araç kullanırken çok zorlanırdım farlar gözümü alırdı yorumlara bakarak bu ürünü aldım mükemmel çok rahat araç kullanıyorum ürüne baksan sanki çocuk oyuncağı gibi ama işlevi süper fiyatıda çok süper üründe aynı almak isteyenlere tavsiye olunur pahalı gözlüklere gerek yok işinizi çok iyi görür ayrıca ürün elime çabuk ulaştı hızlı kargo yurtiçi kargoya hepsiburada com,a teşekkürler.alışverişe devammmmmmm",https://www.hepsiburada.com/autocet-anti-far-gece-gorus-gozlugu-tasima-cantali-ve-temizleme-bezi-hediyeli-p-OTCTN17306
5,Uzun yıllardır bu ürünü kullanıyorum Piyasanın en uygunu her zaman hepsi burada,https://www.hepsiburada.com/wd-40-cok-amacli-pas-sokucu-400-ml-p-HRWD40
5,mukemmbellll fiyat super kaliteli herkese tavsiye edrimmm,https://www.hepsiburada.com/schafer-diva-valente-2-li-duduklu-tencere-takimi-4lt-7lt-p-MTASLANDIVADUDUKLU
5,ağaç cetvelleri kullanamadığınız alalar oluyor bunu her yerde kullanabilirsiniz. cetvel çelik ölçü çizgileri gayet güzel. cizgiler baskı değil oyma seklinde dolayısıyla kolay silinip gitmez,https://www.hepsiburada.com/mas-233-celik-cetvel-30cm-p-OFISMAS2330
5,"hepsiburada farkı,müthiş hızlı kargo ve sıkıntısız reslimat teşekkürler",https://www.hepsiburada.com/apple-iphone-7-plus-32-gb-apple-turkiye-garantili-p-HBV0000012S8Q
4,"Ürün ziynet takısı,yani normal tam altından farklı,bilmeyenler için bilgi. Ben bilmiyordum,bilenler söyleyince fark ettim,onun dışında süper hızlı kargo,ve tertemiz bir teslimat ile sonuçlanmış başarılı bir alışveriş deneyimi. Teşekkürler H.B.",https://www.hepsiburada.com/tam-altin-2018-yeni-tarihli-kulplu-p-EAKSZYNT9
5,ürün gayet güzel uzun zamandır almayı düşündüğüm üründü teşekkürler..,https://www.hepsiburada.com/tefal-hard-titanium-ikili-tava-set-21-cm-28-cm-p-MT2100090477
3,güzel bir urun ucuz ve sempatık kullanıslı...,https://www.hepsiburada.com/tekno-tel-dm271-vakumlu-tuvalet-kagitligi-p-HRTKNDM271
5,"9 metrekare odayı iyi ısıtıyor. Masamın altında kullanıyorum, ayaklarımı ısıtsın diye. Tuş takımının yukarıda olması çok iyi. Kaliteli bir ürün.",https://www.hepsiburada.com/delonghi-hvy-1030-fanli-isitici-p-EVDELHVY1030
5,BU FİYATA GÖRE GAYET KALİTELİ VE KULLANIŞLI.,https://www.hepsiburada.com/kaiser-classic-4-parca-kek-kalip-seti-p-MTYIL621364
5,"memnun kaldım  , bluetooth teknolojisi olan her cihazda çalışıyor ıphone dahil :)",https://www.hepsiburada.com/samsung-level-u-bluetooth-kulaklik-altin-eo-bg920bfegww-p-TELBULSAMLEVELU-AL
5,"Uzun süredir bu ürünü takip etmekteydim.Buradaki indirimi görünce kaçırmak istemdim.Uzun sürsede telefon elime ulaştı.Dokunmatiği hakkında endişelerim ve zıt yorumlardan kaynaklanan teredüttlerim olmuştu ama dokunmatiği dahil herşeyi harika.Ben sıkıntı yaşamadan kullanmaktayım.Ana menüden bir seçeneği seçip içerisindeki ayarlara gireceğimiz zaman bilgisayardaki gibi çift tık istemekte.Bu da gayet normal.3 Tip klavyesi var.Küçük QWERTY, Büyük QWERTY ve Numerik.Küçük QWERTY Kalem ile, Büyük ve Numerik Rahatça El ile Kullanılmakta.iPhone gibi özellikten yoksun sadece isme sahip bir telefon yerine hem ucuz hemde kaliteli bir telefon 5800...USB Kablosu çok kısa ancak bilgisayardan uzak tutup ne elde edeceğizki.Fazla da önemli birşey değil.Kulaklığı harika ileri/geri oynatma/durdurma tuşlarının olması en beğendiğim özelliği.İsterseniz bu müzik tuşlarını kulaklıktan ayırıp sadece kulaklığı telefonada bağlayabiliyorsunuz.Sim kart hafıza kartının yanındaki girişten takılıp bataryanın altındaki boşluktan çıkartılıyor.İçerisindeki yarış oyununu telefonu sağa sola çevirerek oynuyorsunuz.Yani telefon direksiyon olmuş oluyor.Oynarken zevk alacaksınız.WLAN çekimi normal.Kutudaki CD ile veya internetten indirip Nokia Ovi yazılımıyla telefon ile bilgisayar arasınıdaki iletişim kolayca sağlanıyor.Ayrıca Ovi ile Nokia Haritalar uygulaması için haritaları bilgisayarınızdan telefona indirebiliyorsunuz.Telefon yazılımıda harika.Şuanki güncel bilgisayar programlarının bu telefona uyumlu sürümlerini internette rahatça bulabilirsiniz.Parasının hakkını veren bir telefon.Kesinlikle tavsiye ederim....",https://www.hepsiburada.com/nokia-5800-xpressmusic-p-TELCEPNOK5800XM
5,3 gündür kullanıyorum cok havalı kaliteli herkese tavsiye ederim verilen paraya fazlasıyla değerki birde indirimli fiyat bence kaçırmayın alan arkadaşlara şimdiden hayırlı olsun ...,https://www.hepsiburada.com/casio-ef-550d-1a-erkek-kol-saati-p-SACSEF550D1A
5,"Sandisk cruzer flash bellek indirimden aldım. Çok memnunum. Veri aktarımı gayet tatmin edici, Küçük olması da taşıma açısından avanyajlı, tşkler.",https://www.hepsiburada.com/sandisk-cruzer-blade-8gb-usb-bellek-sdcz50-008g-b35-p-BD130906
5,gayet kullanışlı nabızı arasıra hatalı ölçüyor öğretmenim derste telefon bildirimleri için kullanıyorum rus aplikasyonundan telefon ekranında mesaj ve arayan kimliği görüntüleyebilirsiniz. geri kalan uygulamlar içinde uygulama simgesi ile bildirim veriyor.,https://www.hepsiburada.com/xiaomi-mi-band-2-akilli-bileklik-siyah-p-TELAKLMIBAND2
5,ÜRÜN GÖRSELDEKİNİN AYNISI GELDİ.BU FİYATA KESİNLİKLE PİŞMAN OLMAZSINIZ. EN AZ 2 RENGİNİ ALMANIZI TAVSİYE EDERİM. ,https://www.hepsiburada.com/deparshoes-rok-erkek-gunluk-ayakkabi-p-HBV000006ISVI
1,2 tane gece lambasıa aldım ucuz olan sorunsuz çalışıyor  bu pahalı olanı fotoseli arızalı sürekli yanıyor. hakkını yemeyelim plastik gövdesi kaliteli ,https://www.hepsiburada.com/sensorlu-prizli-led-gece-lambasi-beyaz-p-HRBKWTG050
5,saatimi 2 gün önce sipariş ettim bugün geldi tam beklediğim gibi çok şık ve güzel teşekkürler hepsiburada.com  bugüne kadar aldığım ürünlerde hiç sıkıntı yaşamadım,https://www.hepsiburada.com/fossil-fs4835-erkek-kol-saati-p-SAKEFS4835
5,"Ürünü yeni kullanmaya başladım. 10.000 lik ve 20.000 lik arasında gidip geldim hafif, ince olmasından dolayı bunu tercih ettim. Güzel görünüyor. İ phone 6 boyutunda. Cepte dahi kolayca taşınır. Gönül rahatlığıyla satın alabilirsiniz. Son olarak ürün orjinal. ",https://www.hepsiburada.com/xiaomi-10000-mah-versiyon-2-tasinabilir-sarj-cihazi-siyah-ince-ve-hafif-kasa-p-HBV000003K6YX
5,yorum yaznlara göre aldım ürünü we cok beğndm bkc tane daha siparş wermeyi düşnüyormm cnkü cok güzeller fiyatı da şuan cok ii şiddetle tawsiye edlir !!!,https://www.hepsiburada.com/sihirli-elektronik-mumlar-el-cirp-yansin-p-DKALTU8194
4,"Ayarlama olayları aplikasyon üzerinden çok kolay. Gayet pratik, güzel bir ürün.. Sadece su geçirmemesine dikkat edin. Birincisini bu yüzden attım. ",https://www.hepsiburada.com/xiaomi-mi-band-2-akilli-bileklik-siyah-p-TELAKLMIBAND2
4,kağıtlar olması gerektiği gibiydi,https://www.hepsiburada.com/svetocopy-a4-80-gr-m-fotokopi-kagidi-5-li-paket-p-OFISSVETOCOPYA4
